time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1.3800000000000008,0.4174279737,-0.859451905569,35.3366627881,6.00461627332,6.10981217635,0.0,1.28299672821,-2.25110061712,27.1510958565,-0.508819169428,-0.113836496754,0.0,899.181150622,900.861621479,901.293654614,899.647527763
1.4400000000000008,0.498376603715,-1.00270657302,36.9718636101,5.97356656251,6.1039886239,0.0,1.41556180868,-2.52822973651,27.3515376715,-0.546679933053,-0.0756649221103,0.0,898.81043904,900.353945054,901.325541686,899.657968093
1.5000000000000009,0.587326105259,-1.16346779767,38.6182860172,5.94030904516,6.10033405631,0.0,1.54963001692,-2.83519097528,27.52558374,-0.577161769109,-0.0412672415461,0.0,898.965100283,900.358016398,900.945424313,899.556356047
1.560000000000001,0.684366026715,-1.34364838644,40.2744767177,5.90526708251,6.09852375425,0.0,1.68519916676,-3.17600960881,27.6774062197,-0.603441557757,-0.0141225879062,0.0,899.335778687,900.435488717,901.077735342,899.84179652
1.620000000000001,0.789570392382,-1.54535657593,41.9391048163,5.86872845673,6.09886347491,0.0,1.82172158119,-3.5532029233,27.8069959421,-0.623247872832,0.0294288701531,0.0,898.935658228,900.699918262,900.973315463,899.984414311
1.680000000000001,0.902975064121,-1.77084794146,43.6108470089,5.83121096593,6.10165033391,0.0,1.95840590353,-3.96908884689,27.9145696612,-0.629702794328,0.0680503390007,0.0,899.022572542,900.587180279,900.542824553,900.084417465
1.740000000000001,1.02456114523,-2.02249182902,45.2883837561,5.79311679057,6.10647684117,0.0,2.09428416075,-4.42508214234,28.0000833648,-0.64803746536,0.0978263208335,0.0,899.1022618,900.310127315,900.745695208,899.799373257
1.8000000000000012,1.15425747164,-2.30274584728,46.9704026016,5.75389271263,6.11303338208,0.0,2.2286231192,-4.92305170907,28.06389043,-0.668562085355,0.125690265948,0.0,899.173973427,900.306560846,900.902159383,899.854411568
1.8600000000000012,1.29194459029,-2.6141869251,48.6555747082,5.71357675622,6.12085012188,0.0,2.36052321809,-5.46495689045,28.1050598977,-0.679656342413,0.138153925227,0.0,899.664468243,900.17539296,900.607171098,899.92906323
1.9200000000000013,1.43745507202,-2.95950313713,50.3425142927,5.67283222138,6.12932177262,0.0,2.48929872946,-6.05231029635,28.122577584,-0.677945164493,0.146665000574,0.0,899.914136085,900.266262093,900.320534657,900.156089272
1.9800000000000013,1.59057810047,-3.34141753029,52.0297476305,5.63211531654,6.1381735967,0.0,2.61415237187,-6.68472866891,28.1145498246,-0.679981497249,0.149205517919,0.0,900.188072372,900.299248768,900.361088756,900.04521635
2.0400000000000014,1.75105393364,-3.76259331536,53.7156709263,5.59162986263,6.14730095574,0.0,2.73428250893,-7.36079154855,28.0785925282,-0.665994522437,0.157392082184,0.0,900.285241621,900.625563082,899.826129394,900.161502969
2.1000000000000014,1.91857529242,-4.22559393024,55.3985640725,5.55193372949,6.15671221504,0.0,2.84883467117,-8.078326532,28.0131905598,-0.654051788481,0.155757857056,0.0,900.592520498,900.535997349,900.068413671,900.330259897
2.1600000000000015,2.09276621277,-4.73272767381,57.0765195809,5.51312778976,6.16606382763,0.0,2.95650656186,-8.83130987607,27.9137601565,-0.635219269317,0.156063890643,0.0,900.204155747,900.226032247,899.556926988,900.10773531
2.2200000000000015,2.27320083466,-5.28602933515,58.7474933428,5.47548098005,6.17505567541,0.0,3.05685849963,-9.61648400445,27.7802229906,-0.615285421828,0.133079598882,0.0,900.554431012,899.63209098,899.57078765,900.179002563
2.2800000000000016,2.45943813545,-5.88729716247,60.4094181232,5.43843185706,6.18285688374,0.0,3.15001058993,-10.4294578427,27.6119066894,-0.62226667009,0.123073252009,0.0,900.460422456,900.06133562,900.247004008,899.772183811
2.3400000000000016,2.651057977,-6.53808036436,62.0601514557,5.40080976011,6.19016605267,0.0,3.23631609649,-11.2667750492,27.406973157,-0.638785935366,0.119188491852,0.0,900.311708944,900.159576617,900.583045333,899.715434646
2.4000000000000017,2.84765250853,-7.23978467867,63.6974340938,5.3620351826,6.19731692259,0.0,3.31584469463,-12.1267969742,27.1633283262,-0.668311475277,0.119166520603,0.0,900.203345245,900.207341149,900.68339946,899.274878109
2.4600000000000017,3.04881531417,-7.99377278465,65.3188834947,5.32156024675,6.20435442372,0.0,3.38859890959,-13.0097811116,26.8788936149,-0.691523323976,0.113254059795,0.0,900.043080725,899.808281873,900.47965058,899.307721728
2.520000000000002,3.25414954847,-8.80150894333,66.92202929,5.27979524221,6.21084478405,0.0,3.45492863513,-13.918329484,26.5528031722,-0.707184559238,0.0953467269947,0.0,900.618841725,899.897504245,900.425008205,899.544129837
2.580000000000002,3.46328168459,-9.6644697453,68.5042725169,5.23729523584,6.21649461017,0.0,3.51530886333,-14.8502607002,26.1817558713,-0.710720944025,0.0916878645254,0.0,900.335305668,900.189743296,900.29880136,899.900504363
2.640000000000002,3.67587111778,-10.5840092924,70.06286884,5.19478256553,6.22203267302,0.0,3.57015159093,-15.8036114677,25.764275518,-0.704535768836,0.0934993097582,0.0,900.463746157,900.539508484,900.498745228,900.493934773
2.700000000000002,3.8915730829,-11.5612125763,71.5949536557,5.15238805162,6.22821564654,0.0,3.61895464163,-16.771628798,25.2978963838,-0.710973218192,0.117384535474,0.0,900.06049399,901.030486313,900.7472616,900.232958122
2.760000000000002,4.1099925913,-12.5968459067,73.0975698608,5.10973973177,6.23573078079,0.0,3.66049566181,-17.7507977976,24.78183704,-0.710473687891,0.137577413368,0.0,900.536352356,901.358749553,900.401944234,900.165323521
2.820000000000002,4.33064348479,-13.6914036426,74.5676845757,5.06696689249,6.24436935414,0.0,3.69312476871,-18.7352172004,24.2144691409,-0.718154575572,0.154402623559,0.0,900.29742498,900.986111598,900.322586021,899.752920247
2.880000000000002,4.55295321319,-14.8451322822,76.0022202549,5.0237396022,6.2538790314,0.0,3.71561980996,-19.722733307,23.5957594784,-0.725470967247,0.165620787515,0.0,900.275621383,900.739530418,900.263668982,899.703038625
2.940000000000002,4.77628151935,-16.058145784,77.3980815578,4.98000554527,6.26476327254,0.0,3.72687082678,-20.7109448646,22.925225164,-0.736778792481,0.201942735183,0.0,899.999836517,901.482659323,900.115928329,899.386851636
3.000000000000002,4.99989607768,-17.3304143683,78.7521397865,4.93576684117,6.27767909256,0.0,3.72478696471,-21.6975716431,22.2022255597,-0.738392434267,0.233546394871,0.0,900.131329265,901.429665884,899.933594745,899.591041705
3.0600000000000023,5.22292248083,-18.6617266061,80.0612296097,4.89147747095,0.00934218258754,0.0,3.70690586493,-22.6785403773,21.4263230699,-0.737690743156,0.266328207856,0.0,899.699728855,901.053513487,900.000075481,899.75070314
3.1200000000000023,5.44433919431,-20.0516468331,81.3221936967,4.84721154213,0.0260861776788,0.0,3.67076260051,-23.6506166466,20.5981291721,-0.737914416425,0.296773076047,0.0,899.684823982,900.952350182,899.920580349,899.63399579
3.1800000000000024,5.66297724178,-21.4995125494,82.5319127495,4.8027987801,0.0448274944411,0.0,3.61390346469,-24.6095828225,19.7182547177,-0.745223102213,0.332701290934,0.0,899.318109632,900.817540764,899.951275081,899.375575847
3.2400000000000024,5.87750819119,-23.0044961546,83.6873040806,4.75793879977,0.0662393413696,0.0,3.53334430158,-25.5542304627,18.7872051114,-0.753026477671,0.383546640535,0.0,898.961430595,901.07876471,900.082097041,899.480584578
3.3000000000000025,6.08639546448,-24.5656279167,84.7852944682,4.71248878381,0.0909424622886,0.0,3.42509152418,-26.4809848369,17.8048795311,-0.768333126193,0.440706167399,0.0,898.596590388,900.990613769,899.985883101,899.071965881
3.3600000000000025,6.28782217465,-26.1818798396,85.8227953235,4.66628266014,0.119098513462,0.0,3.283850586,-27.3913859473,16.7707319065,-0.773870769389,0.498451521033,0.0,898.637025061,901.080061311,900.067370982,899.539803392
3.4200000000000026,6.4796533125,-27.8521305848,86.7966819009,4.61969017548,0.150262168725,0.0,3.10445871554,-28.2805610549,15.684426031,-0.782458644313,0.543918916347,0.0,898.497430098,900.470927588,899.958802892,899.302198256
3.4800000000000026,6.65944182775,-29.5750875676,87.7038217354,4.57254586986,0.183324733396,0.0,2.88181344257,-29.1476985343,14.5458149234,-0.793212764977,0.56238927408,0.0,899.280497467,900.179799806,899.917879369,899.165760149
3.5400000000000027,6.82449599956,-31.3492719137,88.5410758118,4.52487610056,0.21718338827,0.0,2.61298965973,-29.9874026813,13.3549196801,-0.797175540685,0.567884761798,0.0,899.41899571,899.800889568,899.757629986,899.273630516
3.6000000000000028,6.97198743684,-33.172914479,89.3053198676,4.47693197096,0.251071834543,0.0,2.29631389212,-30.795313447,12.1123833912,-0.803122562002,0.557845321881,0.0,899.773782105,899.526421952,900.096409812,899.528310454
3.660000000000003,7.09905341176,-35.0438878527,89.9935099782,4.42861366559,0.284389124801,0.0,1.93232847507,-31.5640710015,10.8200933294,-0.810036159522,0.549638698064,0.0,899.857809283,899.679232058,900.182080143,899.569567329
3.720000000000003,7.20291401889,-36.9595775563,90.6027459337,4.38014259589,0.317371240072,0.0,1.52300880944,-32.2849271953,9.48100501305,-0.803831129189,0.549827476941,0.0,899.579527113,899.737966963,899.502003762,899.418681912
3.780000000000003,7.2808615472,-38.9170038516,91.1303057995,4.33182830846,0.350389357977,0.0,1.06874853353,-32.9542974212,8.09828661356,-0.808190084881,0.551230129127,0.0,899.7557949,899.963706561,899.98245517,899.473460614
3.840000000000003,7.33023746368,-40.9128803553,91.5737080209,4.28319797051,0.38346212316,0.0,0.570775907077,-33.5658085783,6.67631112676,-0.81555398336,0.551178142499,0.0,900.170789786,900.320234623,900.000524624,899.36518765
3.900000000000003,7.34845213821,-42.9435788695,91.9307095773,4.23423274429,0.416497971928,0.0,0.0302425694936,-34.1142982497,5.21885370964,-0.817167393092,0.549415824369,0.0,900.133836893,900.213682081,900.296424359,899.889596183
3.960000000000003,7.33302419832,-45.0051211861,92.1993415617,4.18523693081,0.449233171,0.0,-0.550323057152,-34.5932657676,3.73146076441,-0.815487375315,0.536599412964,0.0,900.146237836,899.775289746,900.149043897,899.875120287
4.020000000000002,7.28160719928,-47.0932571961,92.3779522838,4.13657389711,0.481162586503,0.0,-1.16879044793,-35.0000798036,2.21916323125,-0.803442670872,0.521390528438,0.0,900.428675872,899.953329564,900.143871587,900.294097506
4.080000000000001,7.19207341057,-49.2035057646,92.4652879747,4.08855309975,0.512248606939,0.0,-1.82016807857,-35.3298521373,0.690187297538,-0.794814941009,0.510577573915,0.0,900.375015163,900.070188358,900.282765311,900.303898599
4.14,7.06258021295,-51.3311643257,92.4605831261,4.04092383651,0.542554518904,0.0,-2.50015491885,-35.5801202658,-0.847761124283,-0.791916631312,0.491003919679,0.0,900.831966241,900.165349069,900.304585464,900.099366586
4.199999999999998,6.89155902656,-53.4713937229,92.3635239591,3.99334540641,0.572010007686,0.0,-3.20376086958,-35.7487418803,-2.38737114094,-0.795161034034,0.490766793879,0.0,900.485603382,900.594910337,900.27926703,899.825947567
4.259999999999997,6.67771006563,-55.6192594339,92.1741981826,3.94555169471,0.601792586126,0.0,-3.92759491312,-35.8346954566,-3.92261435331,-0.799500378534,0.505695847434,0.0,900.079319785,900.805049428,899.955239924,899.454351695
4.319999999999996,6.41976212729,-57.7698815628,91.8929420669,3.89775463936,0.63264612814,0.0,-4.67382583808,-35.8406414809,-5.4509485829,-0.7914318404,0.527323943153,0.0,900.054426132,901.060188604,900.359830659,900.361486521
4.379999999999995,6.11641877984,-59.9184048018,91.5204135628,3.85000905225,0.664433579293,0.0,-5.44085202572,-35.764891347,-6.96410696196,-0.806153854141,0.534298221975,0.0,900.139064964,900.560841163,900.601448985,899.680578436
4.439999999999993,5.76643599571,-62.0599426182,91.0576867478,3.80167354159,0.697009720966,0.0,-6.22856599233,-35.6078889194,-8.45704354781,-0.804498402925,0.556160040272,0.0,899.494204712,900.525762634,899.94146719,899.675894045
4.499999999999992,5.368514796,-64.1896737621,90.506080749,3.75320235479,0.730938396963,0.0,-7.03897308262,-35.3715047159,-9.92585611293,-0.815523848078,0.579499012365,0.0,899.409706244,900.514013591,900.109756002,899.328201312
4.559999999999991,4.92122878322,-66.3028793717,89.8671855603,3.7041925181,0.765747661769,0.0,-7.87420448366,-35.0571334507,-11.3659530564,-0.81956080365,0.581427795527,0.0,899.898510654,900.145264077,900.12704261,899.621266021
4.6199999999999894,4.42315162202,-68.3948782036,89.1429328721,3.65474136651,0.800706333515,0.0,-8.73172039459,-34.6648396822,-12.770250275,-0.835468662659,0.584962088725,0.0,899.552509425,899.865894152,900.122451515,899.128602197
4.679999999999988,3.87293141214,-70.4610678475,88.3355749023,3.604323168,0.836266902789,0.0,-9.61220526889,-34.196962012,-14.1354291704,-0.852232678961,0.604768017626,0.0,899.258195306,900.23627576,900.451927036,899.40950926
4.739999999999987,3.26918819007,-72.4969408058,87.4476079965,3.55284226504,0.872989606577,0.0,-10.5159742062,-33.6544497341,-15.4564317795,-0.8731066576,0.623582995095,0.0,899.47361985,900.423568325,900.660600466,899.435589408
4.799999999999986,2.61051545746,-74.4980453568,86.4818581716,3.50031955192,0.910721742669,0.0,-11.4432610301,-33.0382194273,-16.727357446,-0.880319116256,0.637723405982,0.0,899.579231204,900.351000904,900.439627905,899.753010277
4.859999999999984,1.89554190354,-76.4600125528,85.4415457643,3.44703124662,0.949617034352,0.0,-12.3925521026,-32.3503445363,-17.9407679286,-0.91195195969,0.663628800959,0.0,899.331309547,900.591663039,900.593778208,898.903166957
4.919999999999983,1.12289113196,-78.3786304188,84.3302861804,3.39198091329,0.989678266861,0.0,-13.3659714494,-31.5934560494,-19.0913937764,-0.931784499631,0.67473362696,0.0,899.554130042,900.229477695,900.711528004,899.472989722
4.979999999999982,0.291183407442,-80.2498169296,83.1520750466,3.33597869255,1.03038014067,0.0,-14.3607541711,-30.7698971219,-20.1714085705,-0.936718039749,0.684750996674,0.0,899.407093895,900.046087896,900.181274388,899.531391812
5.0399999999999805,-0.600791840516,-82.0697270719,81.9113655673,3.27995542094,1.0717648868,0.0,-15.3742674096,-29.8852671795,-21.1734306732,-0.928355779571,0.698179204892,0.0,899.21046468,899.99575661,899.906958483,899.795169528
